id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj3_series6_0,0,0,0,0,0,0
subj3_series6_1,0,0,0,0,0,0
subj3_series6_2,0,0,0,0,0,0
subj3_series6_3,0,0,0,0,0,0
subj3_series6_4,0,0,0,0,0,0
subj3_series6_5,0,0,0,0,0,0
subj3_series6_6,0,0,0,0,0,0
subj3_series6_7,0,0,0,0,0,0
subj3_series6_8,0,0,0,0,0,0
subj3_series6_9,0,0,0,0,0,0
subj3_series6_10,0,0,0,0,0,0
subj3_series6_11,0,0,0,0,0,0
subj3_series6_12,0,0,0,0,0,0
subj3_series6_13,0,0,0,0,0,0
subj3_series6_14,0,0,0,0,0,0
subj3_series6_15,0,0,0,0,0,0
subj3_series6_16,0,0,0,0,0,0
subj3_series6_17,0,0,0,0,0,0
subj3_series6_18,0,0,0,0,0,0
subj3_series6_19,0,0,0,0,0,0
subj3_series6_20,0,0,0,0,0,0
subj3_series6_21,0,0,0,0,0,0
subj3_series6_22,0,0,0,0,0,0
subj3_series6_23,0,0,0,0,0,0
subj3_series6_24,0,0,0,0,0,0
subj3_series6_25,0,0,0,0,0,0
subj3_series6_26,0,0,0,0,0,0
subj3_series6_27,0,0,0,0,0,0
subj3_series6_28,0,0,0,0,0,0
subj3_series6_29,0,0,0,0,0,0
subj3_series6_30,0,0,0,0,0,0
subj3_series6_31,0,0,0,0,0,0
subj3_series6_32,0,0,0,0,0,0
subj3_series6_33,0,0,0,0,0,0
subj3_series6_34,0,0,0,0,0,0
subj3_series6_35,0,0,0,0,0,0
subj3_series6_36,0,0,0,0,0,0
subj3_series6_37,0,0,0,0,0,0
subj3_series6_38,0,0,0,0,0,0
subj3_series6_39,0,0,0,0,0,0
subj3_series6_40,0,0,0,0,0,0
subj3_series6_41,0,0,0,0,0,0
subj3_series6_42,0,0,0,0,0,0
subj3_series6_43,0,0,0,0,0,0
subj3_series6_44,0,0,0,0,0,0
subj3_series6_45,0,0,0,0,0,0
subj3_series6_46,0,0,0,0,0,0
subj3_series6_47,0,0,0,0,0,0
subj3_series6_48,0,0,0,0,0,0
subj3_series6_49,0,0,0,0,0,0
subj3_series6_50,0,0,0,0,0,0
subj3_series6_51,0,0,0,0,0,0
subj3_series6_52,0,0,0,0,0,0
subj3_series6_53,0,0,0,0,0,0
subj3_series6_54,0,0,0,0,0,0
subj3_series6_55,0,0,0,0,0,0
subj3_series6_56,0,0,0,0,0,0
subj3_series6_57,0,0,0,0,0,0
subj3_series6_58,0,0,0,0,0,0
subj3_series6_59,0,0,0,0,0,0
subj3_series6_60,0,0,0,0,0,0
subj3_series6_61,0,0,0,0,0,0
subj3_series6_62,0,0,0,0,0,0
subj3_series6_63,0,0,0,0,0,0
subj3_series6_64,0,0,0,0,0,0
subj3_series6_65,0,0,0,0,0,0
subj3_series6_66,0,0,0,0,0,0
subj3_series6_67,0,0,0,0,0,0
subj3_series6_68,0,0,0,0,0,0
subj3_series6_69,0,0,0,0,0,0
subj3_series6_70,0,0,0,0,0,0
subj3_series6_71,0,0,0,0,0,0
subj3_series6_72,0,0,0,0,0,0
subj3_series6_73,0,0,0,0,0,0
subj3_series6_74,0,0,0,0,0,0
subj3_series6_75,0,0,0,0,0,0
subj3_series6_76,0,0,0,0,0,0
subj3_series6_77,0,0,0,0,0,0
subj3_series6_78,0,0,0,0,0,0
subj3_series6_79,0,0,0,0,0,0
subj3_series6_80,0,0,0,0,0,0
subj3_series6_81,0,0,0,0,0,0
subj3_series6_82,0,0,0,0,0,0
subj3_series6_83,0,0,0,0,0,0
subj3_series6_84,0,0,0,0,0,0
subj3_series6_85,0,0,0,0,0,0
subj3_series6_86,0,0,0,0,0,0
subj3_series6_87,0,0,0,0,0,0
subj3_series6_88,0,0,0,0,0,0
subj3_series6_89,0,0,0,0,0,0
subj3_series6_90,0,0,0,0,0,0
subj3_series6_91,0,0,0,0,0,0
subj3_series6_92,0,0,0,0,0,0
subj3_series6_93,0,0,0,0,0,0
subj3_series6_94,0,0,0,0,0,0
subj3_series6_95,0,0,0,0,0,0
subj3_series6_96,0,0,0,0,0,0
subj3_series6_97,0,0,0,0,0,0
subj3_series6_98,0,0,0,0,0,0
subj3_series6_99,0,0,0,0,0,0
subj3_series6_100,0,0,0,0,0,0
subj3_series6_101,0,0,0,0,0,0
subj3_series6_102,0,0,0,0,0,0
subj3_series6_103,0,0,0,0,0,0
subj3_series6_104,0,0,0,0,0,0
subj3_series6_105,0,0,0,0,0,0
subj3_series6_106,0,0,0,0,0,0
subj3_series6_107,0,0,0,0,0,0
subj3_series6_108,0,0,0,0,0,0
subj3_series6_109,0,0,0,0,0,0
subj3_series6_110,0,0,0,0,0,0
subj3_series6_111,0,0,0,0,0,0
subj3_series6_112,0,0,0,0,0,0
subj3_series6_113,0,0,0,0,0,0
subj3_series6_114,0,0,0,0,0,0
subj3_series6_115,0,0,0,0,0,0
subj3_series6_116,0,0,0,0,0,0
subj3_series6_117,0,0,0,0,0,0
subj3_series6_118,0,0,0,0,0,0
subj3_series6_119,0,0,0,0,0,0
subj3_series6_120,0,0,0,0,0,0
subj3_series6_121,0,0,0,0,0,0
subj3_series6_122,0,0,0,0,0,0
subj3_series6_123,0,0,0,0,0,0
subj3_series6_124,0,0,0,0,0,0
subj3_series6_125,0,0,0,0,0,0
subj3_series6_126,0,0,0,0,0,0
subj3_series6_127,0,0,0,0,0,0
subj3_series6_128,0,0,0,0,0,0
subj3_series6_129,0,0,0,0,0,0
subj3_series6_130,0,0,0,0,0,0
subj3_series6_131,0,0,0,0,0,0
subj3_series6_132,0,0,0,0,0,0
subj3_series6_133,0,0,0,0,0,0
subj3_series6_134,0,0,0,0,0,0
subj3_series6_135,0,0,0,0,0,0
subj3_series6_136,0,0,0,0,0,0
subj3_series6_137,0,0,0,0,0,0
subj3_series6_138,0,0,0,0,0,0
subj3_series6_139,0,0,0,0,0,0
subj3_series6_140,0,0,0,0,0,0
subj3_series6_141,0,0,0,0,0,0
subj3_series6_142,0,0,0,0,0,0
subj3_series6_143,0,0,0,0,0,0
subj3_series6_144,0,0,0,0,0,0
subj3_series6_145,0,0,0,0,0,0
subj3_series6_146,0,0,0,0,0,0
subj3_series6_147,0,0,0,0,0,0
subj3_series6_148,0,0,0,0,0,0
subj3_series6_149,0,0,0,0,0,0
subj3_series6_150,0,0,0,0,0,0
subj3_series6_151,0,0,0,0,0,0
subj3_series6_152,0,0,0,0,0,0
subj3_series6_153,0,0,0,0,0,0
subj3_series6_154,0,0,0,0,0,0
subj3_series6_155,0,0,0,0,0,0
subj3_series6_156,0,0,0,0,0,0
subj3_series6_157,0,0,0,0,0,0
subj3_series6_158,0,0,0,0,0,0
subj3_series6_159,0,0,0,0,0,0
subj3_series6_160,0,0,0,0,0,0
subj3_series6_161,0,0,0,0,0,0
subj3_series6_162,0,0,0,0,0,0
subj3_series6_163,0,0,0,0,0,0
subj3_series6_164,0,0,0,0,0,0
subj3_series6_165,0,0,0,0,0,0
subj3_series6_166,0,0,0,0,0,0
subj3_series6_167,0,0,0,0,0,0
subj3_series6_168,0,0,0,0,0,0
subj3_series6_169,0,0,0,0,0,0
subj3_series6_170,0,0,0,0,0,0
subj3_series6_171,0,0,0,0,0,0
subj3_series6_172,0,0,0,0,0,0
subj3_series6_173,0,0,0,0,0,0
subj3_series6_174,0,0,0,0,0,0
subj3_series6_175,0,0,0,0,0,0
subj3_series6_176,0,0,0,0,0,0
subj3_series6_177,0,0,0,0,0,0
subj3_series6_178,0,0,0,0,0,0
subj3_series6_179,0,0,0,0,0,0
subj3_series6_180,0,0,0,0,0,0
subj3_series6_181,0,0,0,0,0,0
subj3_series6_182,0,0,0,0,0,0
subj3_series6_183,0,0,0,0,0,0
subj3_series6_184,0,0,0,0,0,0
subj3_series6_185,0,0,0,0,0,0
subj3_series6_186,0,0,0,0,0,0
subj3_series6_187,0,0,0,0,0,0
subj3_series6_188,0,0,0,0,0,0
subj3_series6_189,0,0,0,0,0,0
subj3_series6_190,0,0,0,0,0,0
subj3_series6_191,0,0,0,0,0,0
subj3_series6_192,0,0,0,0,0,0
subj3_series6_193,0,0,0,0,0,0
subj3_series6_194,0,0,0,0,0,0
subj3_series6_195,0,0,0,0,0,0
subj3_series6_196,0,0,0,0,0,0
subj3_series6_197,0,0,0,0,0,0
subj3_series6_198,0,0,0,0,0,0
subj3_series6_199,0,0,0,0,0,0
subj3_series6_200,0,0,0,0,0,0
subj3_series6_201,0,0,0,0,0,0
subj3_series6_202,0,0,0,0,0,0
subj3_series6_203,0,0,0,0,0,0
subj3_series6_204,0,0,0,0,0,0
subj3_series6_205,0,0,0,0,0,0
subj3_series6_206,0,0,0,0,0,0
subj3_series6_207,0,0,0,0,0,0
subj3_series6_208,0,0,0,0,0,0
subj3_series6_209,0,0,0,0,0,0
subj3_series6_210,0,0,0,0,0,0
subj3_series6_211,0,0,0,0,0,0
subj3_series6_212,0,0,0,0,0,0
subj3_series6_213,0,0,0,0,0,0
subj3_series6_214,0,0,0,0,0,0
subj3_series6_215,0,0,0,0,0,0
subj3_series6_216,0,0,0,0,0,0
subj3_series6_217,0,0,0,0,0,0
subj3_series6_218,0,0,0,0,0,0
subj3_series6_219,0,0,0,0,0,0
subj3_series6_220,0,0,0,0,0,0
subj3_series6_221,0,0,0,0,0,0
subj3_series6_222,0,0,0,0,0,0
subj3_series6_223,0,0,0,0,0,0
subj3_series6_224,0,0,0,0,0,0
subj3_series6_225,0,0,0,0,0,0
subj3_series6_226,0,0,0,0,0,0
subj3_series6_227,0,0,0,0,0,0
subj3_series6_228,0,0,0,0,0,0
subj3_series6_229,0,0,0,0,0,0
subj3_series6_230,0,0,0,0,0,0
subj3_series6_231,0,0,0,0,0,0
subj3_series6_232,0,0,0,0,0,0
subj3_series6_233,0,0,0,0,0,0
subj3_series6_234,0,0,0,0,0,0
subj3_series6_235,0,0,0,0,0,0
subj3_series6_236,0,0,0,0,0,0
subj3_series6_237,0,0,0,0,0,0
subj3_series6_238,0,0,0,0,0,0
subj3_series6_239,0,0,0,0,0,0
subj3_series6_240,0,0,0,0,0,0
subj3_series6_241,0,0,0,0,0,0
subj3_series6_242,0,0,0,0,0,0
subj3_series6_243,0,0,0,0,0,0
subj3_series6_244,0,0,0,0,0,0
subj3_series6_245,0,0,0,0,0,0
subj3_series6_246,0,0,0,0,0,0
subj3_series6_247,0,0,0,0,0,0
subj3_series6_248,0,0,0,0,0,0
subj3_series6_249,0,0,0,0,0,0
subj3_series6_250,0,0,0,0,0,0
subj3_series6_251,0,0,0,0,0,0
subj3_series6_252,0,0,0,0,0,0
subj3_series6_253,0,0,0,0,0,0
subj3_series6_254,0,0,0,0,0,0
subj3_series6_255,0,0,0,0,0,0
subj3_series6_256,0,0,0,0,0,0
subj3_series6_257,0,0,0,0,0,0
subj3_series6_258,0,0,0,0,0,0
subj3_series6_259,0,0,0,0,0,0
subj3_series6_260,0,0,0,0,0,0
subj3_series6_261,0,0,0,0,0,0
subj3_series6_262,0,0,0,0,0,0
subj3_series6_263,0,0,0,0,0,0
subj3_series6_264,0,0,0,0,0,0
subj3_series6_265,0,0,0,0,0,0
subj3_series6_266,0,0,0,0,0,0
subj3_series6_267,0,0,0,0,0,0
subj3_series6_268,0,0,0,0,0,0
subj3_series6_269,0,0,0,0,0,0
subj3_series6_270,0,0,0,0,0,0
subj3_series6_271,0,0,0,0,0,0
subj3_series6_272,0,0,0,0,0,0
subj3_series6_273,0,0,0,0,0,0
subj3_series6_274,0,0,0,0,0,0
subj3_series6_275,0,0,0,0,0,0
subj3_series6_276,0,0,0,0,0,0
subj3_series6_277,0,0,0,0,0,0
subj3_series6_278,0,0,0,0,0,0
subj3_series6_279,0,0,0,0,0,0
subj3_series6_280,0,0,0,0,0,0
subj3_series6_281,0,0,0,0,0,0
subj3_series6_282,0,0,0,0,0,0
subj3_series6_283,0,0,0,0,0,0
