id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj4_series8_0,0,0,0,0,0,0
subj4_series8_1,0,0,0,0,0,0
subj4_series8_2,0,0,0,0,0,0
subj4_series8_3,0,0,0,0,0,0
subj4_series8_4,0,0,0,0,0,0
subj4_series8_5,0,0,0,0,0,0
subj4_series8_6,0,0,0,0,0,0
subj4_series8_7,0,0,0,0,0,0
subj4_series8_8,0,0,0,0,0,0
subj4_series8_9,0,0,0,0,0,0
subj4_series8_10,0,0,0,0,0,0
subj4_series8_11,0,0,0,0,0,0
subj4_series8_12,0,0,0,0,0,0
subj4_series8_13,0,0,0,0,0,0
subj4_series8_14,0,0,0,0,0,0
subj4_series8_15,0,0,0,0,0,0
subj4_series8_16,0,0,0,0,0,0
subj4_series8_17,0,0,0,0,0,0
subj4_series8_18,0,0,0,0,0,0
subj4_series8_19,0,0,0,0,0,0
subj4_series8_20,0,0,0,0,0,0
subj4_series8_21,0,0,0,0,0,0
subj4_series8_22,0,0,0,0,0,0
subj4_series8_23,0,0,0,0,0,0
subj4_series8_24,0,0,0,0,0,0
subj4_series8_25,0,0,0,0,0,0
subj4_series8_26,0,0,0,0,0,0
subj4_series8_27,0,0,0,0,0,0
subj4_series8_28,0,0,0,0,0,0
subj4_series8_29,0,0,0,0,0,0
subj4_series8_30,0,0,0,0,0,0
subj4_series8_31,0,0,0,0,0,0
subj4_series8_32,0,0,0,0,0,0
subj4_series8_33,0,0,0,0,0,0
subj4_series8_34,0,0,0,0,0,0
subj4_series8_35,0,0,0,0,0,0
subj4_series8_36,0,0,0,0,0,0
subj4_series8_37,0,0,0,0,0,0
subj4_series8_38,0,0,0,0,0,0
subj4_series8_39,0,0,0,0,0,0
subj4_series8_40,0,0,0,0,0,0
subj4_series8_41,0,0,0,0,0,0
subj4_series8_42,0,0,0,0,0,0
subj4_series8_43,0,0,0,0,0,0
subj4_series8_44,0,0,0,0,0,0
subj4_series8_45,0,0,0,0,0,0
subj4_series8_46,0,0,0,0,0,0
subj4_series8_47,0,0,0,0,0,0
subj4_series8_48,0,0,0,0,0,0
subj4_series8_49,0,0,0,0,0,0
subj4_series8_50,0,0,0,0,0,0
subj4_series8_51,0,0,0,0,0,0
subj4_series8_52,0,0,0,0,0,0
subj4_series8_53,0,0,0,0,0,0
subj4_series8_54,0,0,0,0,0,0
subj4_series8_55,0,0,0,0,0,0
subj4_series8_56,0,0,0,0,0,0
subj4_series8_57,0,0,0,0,0,0
subj4_series8_58,0,0,0,0,0,0
subj4_series8_59,0,0,0,0,0,0
subj4_series8_60,0,0,0,0,0,0
subj4_series8_61,0,0,0,0,0,0
subj4_series8_62,0,0,0,0,0,0
subj4_series8_63,0,0,0,0,0,0
subj4_series8_64,0,0,0,0,0,0
subj4_series8_65,0,0,0,0,0,0
subj4_series8_66,0,0,0,0,0,0
subj4_series8_67,0,0,0,0,0,0
subj4_series8_68,0,0,0,0,0,0
subj4_series8_69,0,0,0,0,0,0
subj4_series8_70,0,0,0,0,0,0
subj4_series8_71,0,0,0,0,0,0
subj4_series8_72,0,0,0,0,0,0
subj4_series8_73,0,0,0,0,0,0
subj4_series8_74,0,0,0,0,0,0
subj4_series8_75,0,0,0,0,0,0
subj4_series8_76,0,0,0,0,0,0
subj4_series8_77,0,0,0,0,0,0
subj4_series8_78,0,0,0,0,0,0
subj4_series8_79,0,0,0,0,0,0
subj4_series8_80,0,0,0,0,0,0
subj4_series8_81,0,0,0,0,0,0
subj4_series8_82,0,0,0,0,0,0
subj4_series8_83,0,0,0,0,0,0
subj4_series8_84,0,0,0,0,0,0
subj4_series8_85,0,0,0,0,0,0
subj4_series8_86,0,0,0,0,0,0
subj4_series8_87,0,0,0,0,0,0
subj4_series8_88,0,0,0,0,0,0
subj4_series8_89,0,0,0,0,0,0
subj4_series8_90,0,0,0,0,0,0
subj4_series8_91,0,0,0,0,0,0
subj4_series8_92,0,0,0,0,0,0
subj4_series8_93,0,0,0,0,0,0
subj4_series8_94,0,0,0,0,0,0
subj4_series8_95,0,0,0,0,0,0
subj4_series8_96,0,0,0,0,0,0
subj4_series8_97,0,0,0,0,0,0
subj4_series8_98,0,0,0,0,0,0
subj4_series8_99,0,0,0,0,0,0
subj4_series8_100,0,0,0,0,0,0
subj4_series8_101,0,0,0,0,0,0
subj4_series8_102,0,0,0,0,0,0
subj4_series8_103,0,0,0,0,0,0
subj4_series8_104,0,0,0,0,0,0
subj4_series8_105,0,0,0,0,0,0
subj4_series8_106,0,0,0,0,0,0
subj4_series8_107,0,0,0,0,0,0
subj4_series8_108,0,0,0,0,0,0
subj4_series8_109,0,0,0,0,0,0
subj4_series8_110,0,0,0,0,0,0
subj4_series8_111,0,0,0,0,0,0
subj4_series8_112,0,0,0,0,0,0
subj4_series8_113,0,0,0,0,0,0
subj4_series8_114,0,0,0,0,0,0
subj4_series8_115,0,0,0,0,0,0
subj4_series8_116,0,0,0,0,0,0
subj4_series8_117,0,0,0,0,0,0
subj4_series8_118,0,0,0,0,0,0
subj4_series8_119,0,0,0,0,0,0
subj4_series8_120,0,0,0,0,0,0
subj4_series8_121,0,0,0,0,0,0
subj4_series8_122,0,0,0,0,0,0
subj4_series8_123,0,0,0,0,0,0
subj4_series8_124,0,0,0,0,0,0
subj4_series8_125,0,0,0,0,0,0
subj4_series8_126,0,0,0,0,0,0
subj4_series8_127,0,0,0,0,0,0
subj4_series8_128,0,0,0,0,0,0
subj4_series8_129,0,0,0,0,0,0
subj4_series8_130,0,0,0,0,0,0
subj4_series8_131,0,0,0,0,0,0
subj4_series8_132,0,0,0,0,0,0
subj4_series8_133,0,0,0,0,0,0
subj4_series8_134,0,0,0,0,0,0
subj4_series8_135,0,0,0,0,0,0
subj4_series8_136,0,0,0,0,0,0
subj4_series8_137,0,0,0,0,0,0
subj4_series8_138,0,0,0,0,0,0
subj4_series8_139,0,0,0,0,0,0
subj4_series8_140,0,0,0,0,0,0
subj4_series8_141,0,0,0,0,0,0
subj4_series8_142,0,0,0,0,0,0
subj4_series8_143,0,0,0,0,0,0
subj4_series8_144,0,0,0,0,0,0
subj4_series8_145,0,0,0,0,0,0
subj4_series8_146,0,0,0,0,0,0
subj4_series8_147,0,0,0,0,0,0
subj4_series8_148,0,0,0,0,0,0
subj4_series8_149,0,0,0,0,0,0
subj4_series8_150,0,0,0,0,0,0
subj4_series8_151,0,0,0,0,0,0
subj4_series8_152,0,0,0,0,0,0
subj4_series8_153,0,0,0,0,0,0
subj4_series8_154,0,0,0,0,0,0
subj4_series8_155,0,0,0,0,0,0
subj4_series8_156,0,0,0,0,0,0
subj4_series8_157,0,0,0,0,0,0
subj4_series8_158,0,0,0,0,0,0
subj4_series8_159,0,0,0,0,0,0
subj4_series8_160,0,0,0,0,0,0
subj4_series8_161,0,0,0,0,0,0
subj4_series8_162,0,0,0,0,0,0
subj4_series8_163,0,0,0,0,0,0
subj4_series8_164,0,0,0,0,0,0
subj4_series8_165,0,0,0,0,0,0
subj4_series8_166,0,0,0,0,0,0
subj4_series8_167,0,0,0,0,0,0
subj4_series8_168,0,0,0,0,0,0
subj4_series8_169,0,0,0,0,0,0
subj4_series8_170,0,0,0,0,0,0
subj4_series8_171,0,0,0,0,0,0
subj4_series8_172,0,0,0,0,0,0
subj4_series8_173,0,0,0,0,0,0
subj4_series8_174,0,0,0,0,0,0
subj4_series8_175,0,0,0,0,0,0
subj4_series8_176,0,0,0,0,0,0
subj4_series8_177,0,0,0,0,0,0
subj4_series8_178,0,0,0,0,0,0
subj4_series8_179,0,0,0,0,0,0
subj4_series8_180,0,0,0,0,0,0
subj4_series8_181,0,0,0,0,0,0
subj4_series8_182,0,0,0,0,0,0
subj4_series8_183,0,0,0,0,0,0
subj4_series8_184,0,0,0,0,0,0
subj4_series8_185,0,0,0,0,0,0
subj4_series8_186,0,0,0,0,0,0
subj4_series8_187,0,0,0,0,0,0
subj4_series8_188,0,0,0,0,0,0
subj4_series8_189,0,0,0,0,0,0
subj4_series8_190,0,0,0,0,0,0
subj4_series8_191,0,0,0,0,0,0
subj4_series8_192,0,0,0,0,0,0
subj4_series8_193,0,0,0,0,0,0
subj4_series8_194,0,0,0,0,0,0
subj4_series8_195,0,0,0,0,0,0
subj4_series8_196,0,0,0,0,0,0
subj4_series8_197,0,0,0,0,0,0
subj4_series8_198,0,0,0,0,0,0
subj4_series8_199,0,0,0,0,0,0
subj4_series8_200,0,0,0,0,0,0
subj4_series8_201,0,0,0,0,0,0
subj4_series8_202,0,0,0,0,0,0
subj4_series8_203,0,0,0,0,0,0
subj4_series8_204,0,0,0,0,0,0
subj4_series8_205,0,0,0,0,0,0
subj4_series8_206,0,0,0,0,0,0
subj4_series8_207,0,0,0,0,0,0
subj4_series8_208,0,0,0,0,0,0
subj4_series8_209,0,0,0,0,0,0
subj4_series8_210,0,0,0,0,0,0
subj4_series8_211,0,0,0,0,0,0
subj4_series8_212,0,0,0,0,0,0
subj4_series8_213,0,0,0,0,0,0
subj4_series8_214,0,0,0,0,0,0
subj4_series8_215,0,0,0,0,0,0
subj4_series8_216,0,0,0,0,0,0
subj4_series8_217,0,0,0,0,0,0
subj4_series8_218,0,0,0,0,0,0
subj4_series8_219,0,0,0,0,0,0
subj4_series8_220,0,0,0,0,0,0
subj4_series8_221,0,0,0,0,0,0
subj4_series8_222,0,0,0,0,0,0
subj4_series8_223,0,0,0,0,0,0
subj4_series8_224,0,0,0,0,0,0
subj4_series8_225,0,0,0,0,0,0
subj4_series8_226,0,0,0,0,0,0
subj4_series8_227,0,0,0,0,0,0
subj4_series8_228,0,0,0,0,0,0
subj4_series8_229,0,0,0,0,0,0
subj4_series8_230,0,0,0,0,0,0
subj4_series8_231,0,0,0,0,0,0
subj4_series8_232,0,0,0,0,0,0
subj4_series8_233,0,0,0,0,0,0
subj4_series8_234,0,0,0,0,0,0
subj4_series8_235,0,0,0,0,0,0
subj4_series8_236,0,0,0,0,0,0
subj4_series8_237,0,0,0,0,0,0
