id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj3_series7_0,0,0,0,0,0,0
subj3_series7_1,0,0,0,0,0,0
subj3_series7_2,0,0,0,0,0,0
subj3_series7_3,0,0,0,0,0,0
subj3_series7_4,0,0,0,0,0,0
subj3_series7_5,0,0,0,0,0,0
subj3_series7_6,0,0,0,0,0,0
subj3_series7_7,0,0,0,0,0,0
subj3_series7_8,0,0,0,0,0,0
subj3_series7_9,0,0,0,0,0,0
subj3_series7_10,0,0,0,0,0,0
subj3_series7_11,0,0,0,0,0,0
subj3_series7_12,0,0,0,0,0,0
subj3_series7_13,0,0,0,0,0,0
subj3_series7_14,0,0,0,0,0,0
subj3_series7_15,0,0,0,0,0,0
subj3_series7_16,0,0,0,0,0,0
subj3_series7_17,0,0,0,0,0,0
subj3_series7_18,0,0,0,0,0,0
subj3_series7_19,0,0,0,0,0,0
subj3_series7_20,0,0,0,0,0,0
subj3_series7_21,0,0,0,0,0,0
subj3_series7_22,0,0,0,0,0,0
subj3_series7_23,0,0,0,0,0,0
subj3_series7_24,0,0,0,0,0,0
subj3_series7_25,0,0,0,0,0,0
subj3_series7_26,0,0,0,0,0,0
subj3_series7_27,0,0,0,0,0,0
subj3_series7_28,0,0,0,0,0,0
subj3_series7_29,0,0,0,0,0,0
subj3_series7_30,0,0,0,0,0,0
subj3_series7_31,0,0,0,0,0,0
subj3_series7_32,0,0,0,0,0,0
subj3_series7_33,0,0,0,0,0,0
subj3_series7_34,0,0,0,0,0,0
subj3_series7_35,0,0,0,0,0,0
subj3_series7_36,0,0,0,0,0,0
subj3_series7_37,0,0,0,0,0,0
subj3_series7_38,0,0,0,0,0,0
subj3_series7_39,0,0,0,0,0,0
subj3_series7_40,0,0,0,0,0,0
subj3_series7_41,0,0,0,0,0,0
subj3_series7_42,0,0,0,0,0,0
subj3_series7_43,0,0,0,0,0,0
subj3_series7_44,0,0,0,0,0,0
subj3_series7_45,0,0,0,0,0,0
subj3_series7_46,0,0,0,0,0,0
subj3_series7_47,0,0,0,0,0,0
subj3_series7_48,0,0,0,0,0,0
subj3_series7_49,0,0,0,0,0,0
subj3_series7_50,0,0,0,0,0,0
subj3_series7_51,0,0,0,0,0,0
subj3_series7_52,0,0,0,0,0,0
subj3_series7_53,0,0,0,0,0,0
subj3_series7_54,0,0,0,0,0,0
subj3_series7_55,0,0,0,0,0,0
subj3_series7_56,0,0,0,0,0,0
subj3_series7_57,0,0,0,0,0,0
subj3_series7_58,0,0,0,0,0,0
subj3_series7_59,0,0,0,0,0,0
subj3_series7_60,0,0,0,0,0,0
subj3_series7_61,0,0,0,0,0,0
subj3_series7_62,0,0,0,0,0,0
subj3_series7_63,0,0,0,0,0,0
subj3_series7_64,0,0,0,0,0,0
subj3_series7_65,0,0,0,0,0,0
subj3_series7_66,0,0,0,0,0,0
subj3_series7_67,0,0,0,0,0,0
subj3_series7_68,0,0,0,0,0,0
subj3_series7_69,0,0,0,0,0,0
subj3_series7_70,0,0,0,0,0,0
subj3_series7_71,0,0,0,0,0,0
subj3_series7_72,0,0,0,0,0,0
subj3_series7_73,0,0,0,0,0,0
subj3_series7_74,0,0,0,0,0,0
subj3_series7_75,0,0,0,0,0,0
subj3_series7_76,0,0,0,0,0,0
subj3_series7_77,0,0,0,0,0,0
subj3_series7_78,0,0,0,0,0,0
subj3_series7_79,0,0,0,0,0,0
subj3_series7_80,0,0,0,0,0,0
subj3_series7_81,0,0,0,0,0,0
subj3_series7_82,0,0,0,0,0,0
subj3_series7_83,0,0,0,0,0,0
subj3_series7_84,0,0,0,0,0,0
subj3_series7_85,0,0,0,0,0,0
subj3_series7_86,0,0,0,0,0,0
subj3_series7_87,0,0,0,0,0,0
subj3_series7_88,0,0,0,0,0,0
subj3_series7_89,0,0,0,0,0,0
subj3_series7_90,0,0,0,0,0,0
subj3_series7_91,0,0,0,0,0,0
subj3_series7_92,0,0,0,0,0,0
subj3_series7_93,0,0,0,0,0,0
subj3_series7_94,0,0,0,0,0,0
subj3_series7_95,0,0,0,0,0,0
subj3_series7_96,0,0,0,0,0,0
subj3_series7_97,0,0,0,0,0,0
subj3_series7_98,0,0,0,0,0,0
subj3_series7_99,0,0,0,0,0,0
subj3_series7_100,0,0,0,0,0,0
subj3_series7_101,0,0,0,0,0,0
subj3_series7_102,0,0,0,0,0,0
subj3_series7_103,0,0,0,0,0,0
subj3_series7_104,0,0,0,0,0,0
subj3_series7_105,0,0,0,0,0,0
