id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj8_series3_0,0,0,0,0,0,0
subj8_series3_1,0,0,0,0,0,0
subj8_series3_2,0,0,0,0,0,0
subj8_series3_3,0,0,0,0,0,0
subj8_series3_4,0,0,0,0,0,0
subj8_series3_5,0,0,0,0,0,0
subj8_series3_6,0,0,0,0,0,0
subj8_series3_7,0,0,0,0,0,0
subj8_series3_8,0,0,0,0,0,0
subj8_series3_9,0,0,0,0,0,0
subj8_series3_10,0,0,0,0,0,0
subj8_series3_11,0,0,0,0,0,0
subj8_series3_12,0,0,0,0,0,0
subj8_series3_13,0,0,0,0,0,0
subj8_series3_14,0,0,0,0,0,0
subj8_series3_15,0,0,0,0,0,0
subj8_series3_16,0,0,0,0,0,0
subj8_series3_17,0,0,0,0,0,0
subj8_series3_18,0,0,0,0,0,0
subj8_series3_19,0,0,0,0,0,0
subj8_series3_20,0,0,0,0,0,0
subj8_series3_21,0,0,0,0,0,0
subj8_series3_22,0,0,0,0,0,0
subj8_series3_23,0,0,0,0,0,0
subj8_series3_24,0,0,0,0,0,0
subj8_series3_25,0,0,0,0,0,0
subj8_series3_26,0,0,0,0,0,0
subj8_series3_27,0,0,0,0,0,0
subj8_series3_28,0,0,0,0,0,0
subj8_series3_29,0,0,0,0,0,0
subj8_series3_30,0,0,0,0,0,0
subj8_series3_31,0,0,0,0,0,0
subj8_series3_32,0,0,0,0,0,0
subj8_series3_33,0,0,0,0,0,0
subj8_series3_34,0,0,0,0,0,0
subj8_series3_35,0,0,0,0,0,0
subj8_series3_36,0,0,0,0,0,0
subj8_series3_37,0,0,0,0,0,0
subj8_series3_38,0,0,0,0,0,0
subj8_series3_39,0,0,0,0,0,0
subj8_series3_40,0,0,0,0,0,0
subj8_series3_41,0,0,0,0,0,0
subj8_series3_42,0,0,0,0,0,0
subj8_series3_43,0,0,0,0,0,0
subj8_series3_44,0,0,0,0,0,0
subj8_series3_45,0,0,0,0,0,0
subj8_series3_46,0,0,0,0,0,0
subj8_series3_47,0,0,0,0,0,0
subj8_series3_48,0,0,0,0,0,0
subj8_series3_49,0,0,0,0,0,0
subj8_series3_50,0,0,0,0,0,0
subj8_series3_51,0,0,0,0,0,0
subj8_series3_52,0,0,0,0,0,0
subj8_series3_53,0,0,0,0,0,0
subj8_series3_54,0,0,0,0,0,0
subj8_series3_55,0,0,0,0,0,0
subj8_series3_56,0,0,0,0,0,0
subj8_series3_57,0,0,0,0,0,0
subj8_series3_58,0,0,0,0,0,0
subj8_series3_59,0,0,0,0,0,0
subj8_series3_60,0,0,0,0,0,0
subj8_series3_61,0,0,0,0,0,0
subj8_series3_62,0,0,0,0,0,0
subj8_series3_63,0,0,0,0,0,0
subj8_series3_64,0,0,0,0,0,0
subj8_series3_65,0,0,0,0,0,0
subj8_series3_66,0,0,0,0,0,0
subj8_series3_67,0,0,0,0,0,0
subj8_series3_68,0,0,0,0,0,0
subj8_series3_69,0,0,0,0,0,0
subj8_series3_70,0,0,0,0,0,0
subj8_series3_71,0,0,0,0,0,0
subj8_series3_72,0,0,0,0,0,0
subj8_series3_73,0,0,0,0,0,0
subj8_series3_74,0,0,0,0,0,0
subj8_series3_75,0,0,0,0,0,0
subj8_series3_76,0,0,0,0,0,0
subj8_series3_77,0,0,0,0,0,0
subj8_series3_78,0,0,0,0,0,0
subj8_series3_79,0,0,0,0,0,0
subj8_series3_80,0,0,0,0,0,0
subj8_series3_81,0,0,0,0,0,0
subj8_series3_82,0,0,0,0,0,0
subj8_series3_83,0,0,0,0,0,0
subj8_series3_84,0,0,0,0,0,0
subj8_series3_85,0,0,0,0,0,0
subj8_series3_86,0,0,0,0,0,0
subj8_series3_87,0,0,0,0,0,0
subj8_series3_88,0,0,0,0,0,0
subj8_series3_89,0,0,0,0,0,0
subj8_series3_90,0,0,0,0,0,0
subj8_series3_91,0,0,0,0,0,0
subj8_series3_92,0,0,0,0,0,0
subj8_series3_93,0,0,0,0,0,0
subj8_series3_94,0,0,0,0,0,0
subj8_series3_95,0,0,0,0,0,0
subj8_series3_96,0,0,0,0,0,0
subj8_series3_97,0,0,0,0,0,0
subj8_series3_98,0,0,0,0,0,0
subj8_series3_99,0,0,0,0,0,0
subj8_series3_100,0,0,0,0,0,0
subj8_series3_101,0,0,0,0,0,0
